"""@Twitter CEO points to @Apple as 'corporate mentor' as @iOS signups triple http://t.co/GCY8iphN""",positive,126415614616154112,-0.10000000149011612,0.10000000149011612
'Not Bad! @Apple Sells Over 4 Million #IPhones in Debut Weekend - Bloomberg http://t.co/AVSl3ygU - #smartphone #sm RT @VinodRad',positive,126404574230740992,-0.10000000149011612,0.30000001192092896
'@Apple downloads of iOS 5 are proving popular with users  -- http://t.co/NSHLfiUX',positive,126402758403305474,0.0,0.0
'One word - #wow. RT @jldavid iPhone 4S First Weekend Sales Top Four Million: http://t.co/Zx5Pw0GT (via @apple)',positive,126397179614068736,0.5,1.0
"'Come to the dark side 📱“@gretcheneclark: Hey @apple, if you send me a free iPhone, I will publicly and ceremoniously burn my #BlackBerry.”'",positive,126395626979196928,0.0,0.0
'At the bus with my iPhone ;) thxx @apple',positive,126394830791254016,0.30000001192092896,0.6000000238418579
'@apple @jilive @DanielPink: Apple sells 4 million iPhone 4S units in first weekend ... Steve Jobs brilliance lives on for ever! #iphone #RVA',positive,126379685453119488,0.20000000298023224,0.8999999761581421
"""RT @PhillipRowntree: Just registered as an @apple developer... Here's hoping I can actually do it... Any help, greatly appreciated!""",positive,126377656416612353,0.0,1.2000000476837158
'Lmfao look at the argument I had with Siri !!\n@ijustine @apple http://t.co/D4VjL7SI',positive,126373779483004928,0.0,0.0
"'RT @TripLingo: We\'re one of a few ""Featured Education Apps"" on the @Apple **Website** today, sweet! http://t.co/0yWvbe1Z'",positive,126366353757179904,0.10000000149011612,0.20000000298023224
""".@apple you got me. I'm now invested. MacBook Pro next year. Time to get on selling more of my #android gear""",positive,126366123368267776,0.10000000149011612,0.5
'Been off twitter for a few days as I smashed my iPhone but @apple were very nice and gave me a new one :)',positive,126365858481188864,0.699999988079071,0.699999988079071
'#sweet... #apple replaced my glass #probono. thank you @apple',positive,126360935509135362,0.30000001192092896,0.6000000238418579
'Great up close & personal event @Apple tonight in Regent St store!',positive,126360398885687296,0.800000011920929,0.800000011920929
"""When you want something done right, you do it yourself... or go to @Apple. AT&T you're useless these days. #yourdaysarenumbered\n\n\uf8ff\uf8ff\uf8ff""",positive,126358340220616704,-0.10000000149011612,0.30000001192092896
'Is it just me or is #iOS5 faster for the iPad? @apple',positive,126357982685569024,-0.20000000298023224,0.20000000298023224
"""Just registered as an @apple developer... Here's hoping I can actually do it... Any help, greatly appreciated!""",positive,126354605130002432,0.0,1.2000000476837158
'i used to be with @blackberry over 4-5yrs .. after all the disruptions and lost gigs thx to their service im moving to @apple #iphone',positive,126352268705538048,-0.4000000059604645,0.4000000059604645
"""@Wisconsin_Mommy @Apple I'd totally email the company... I always get great service at our @Apple store!""",positive,126350948548354048,0.4000000059604645,0.8999999761581421
"""I'm loving this new IOS5 update :) @apple""",positive,126350302113824769,0.4000000059604645,0.8999999761581421
'Once again getting great customer service from the @apple store at millenia mall.',positive,126349695676203009,0.6000000238418579,0.6000000238418579
"""Hilarious @youtube video - guy does a duet with @apple 's Siri. Pretty much sums up the love affair! http://t.co/8ExbnQjY""",positive,126344048637259776,0.4000000059604645,1.2999999523162842
"'@KostaTsetsekas @apple Putting it in the wash is kind of the equivalent to ""Will it blend?"" Glad to hear it\'s still alive.'",positive,126342268603998208,-0.10000000149011612,0.20000000298023224
'Wow. Great deals on refurbed #iPad (first gen) models. RT: Apple offers great deals on refurbished 1st-gen iPads http://t.co/ukWOKBGd @Apple',positive,126325800080392193,0.6000000238418579,1.899999976158142
"'#Siri now knows who my dad, mom, brother and girlfriend is.  Thanks @apple'",positive,126324177501302784,0.20000000298023224,0.5
"'We\'re one of a few ""Featured Education Apps"" on the @Apple **Website** today, sweet! http://t.co/0yWvbe1Z'",positive,126323785145126912,0.10000000149011612,0.30000001192092896
'So yeah... @apple #iOS5 #readinglists have changed my life. #nowicanspendevenmoretimeonmyphone.',positive,126322063332999169,0.30000001192092896,0.699999988079071
'I love @apple service . My case has cracked 3x and I go in and they hand me a case and I walk out',positive,126319186141130752,0.4000000059604645,0.800000011920929
'Well at least the @apple store has amazing call waiting music! #need4s',positive,126318009647235072,0.4000000059604645,0.8999999761581421
"'Just apply for a job at @Apple, hope they call me lol'",positive,126315223060709376,0.30000001192092896,0.30000001192092896
'The 16 strangest things Siri has said so far. I am SOOO glad that @Apple gave Siri a sense of humor! http://t.co/TWAeUDBp via @HappyPlace',positive,126315011600678913,0.20000000298023224,1.100000023841858
'From which companies do you experience the best customer service aside from @zappos and @apple?',positive,126314687116750849,0.5,0.5
'I just sent my grandma a post card using my #CardsApp thanks @Apple',positive,126312877916307458,0.20000000298023224,0.20000000298023224
"'loving new technology from @apple iPhone 4s, mac air and iCloud are unreal #technology'",positive,126311981564178432,0.800000011920929,0.800000011920929
'Play on ma man. Loving the camera in the #iphone4s. Well done @apple  #fb http://t.co/tmdFqRe1',positive,126307801046847488,0.4000000059604645,1.2000000476837158
"'God Bless @YouTube, @apple for  #appletv & our bad ass system. LOVING #PrincessOfChina. GB to @coldplay & @rihanna too :)'",positive,126302673820594176,0.5,1.600000023841858
'@bkad5161 than apologize to @apple ;)',positive,126301956951117826,0.0,0.0
'Said to have laid out the next 4 years @apple.Jobs last iPhone is 2012 not the iPhone4S. iPhone(4G/5) 2012 is magical! http://t.co/DxxklUBp',positive,126287654093471745,0.10000000149011612,1.100000023841858
"'@azee1v1 @apple @umber AppStore is well done, so is iTunes on the mobile devices.  I was talking about desktop app.'",positive,126284506360578049,0.30000001192092896,0.6000000238418579
'Another mention for Apple Store: http://t.co/fiIOApKt - RT @floridamike Once again getting great customer service from the @apple store ...',positive,126267185025916928,-0.10000000149011612,0.10000000149011612
'NYTimes: Coach Wants to See You. And Bring Your iPad. http://t.co/J2FTiEnG #iPad @apple set red 42 red 42 hut hut @NFL wish I had an #iPad',positive,126263834968211456,-0.10000000149011612,0.6000000238418579
'你好 ! Currently learning Mandarin for my upcoming trip to Hong Kong. I gotta hand it to @Apple iPhones & their uber useful flashcard apps  \ue516\ue513',positive,126256230397259776,0.5,1.7000000476837158
'Incredible: 4 million iPhone 4Ss in 3 days. 135% better than the iPhone 4 http://t.co/1FMJxTMM @apple #iphone4s',positive,126213333123743744,0.5,1.100000023841858
'@RIM you made it too easy for me to switch to @Apple iPhone. See ya!',positive,126195522691280896,0.0,0.10000000149011612
"""RT @imightbewrong: I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy.   : ...""",positive,126183339945234432,0.4000000059604645,1.2999999523162842
"'Apple sells 4 million iPhones in 3 days @apple keep doing what you are doing, because you are doing it well! http://t.co/ZZc6bE0w'",positive,126180209501286400,0.10000000149011612,0.20000000298023224
'iPads Replace Bound Playbooks on Some N.F.L. Teams http://t.co/2UXAWKwf @apple @nytimes',positive,126164430546403328,0.10000000149011612,0.20000000298023224
'We did an unexpected workshop for the #iPhone4S at @apple yesterday and we got an awesome amount of info #notjustaboutthephone @gamerchik16',positive,126148685737361408,0.8999999761581421,0.8999999761581421
'@apple @siri is efffing amazing!!',positive,126140794078892033,0.8999999761581421,0.8999999761581421
'#iCloud set up was flawless and works like a champ! To the Cloud @Apple',positive,126134400466419712,0.4000000059604645,1.0
'making the switch from @Android to @Apple #iphone #iphone4S #smartphone #stevejobs (@ Apple Store) http://t.co/kj6pJvkH',positive,126130991365500928,0.0,0.0
'Now all @Apple has to do is get swype on the iphone and it will be crack. Iphone that is',positive,126116898051076096,0.0,0.30000001192092896
'Lmao I think @apple is onto something magical! I am DYING!!! haha. Siri suggested where to find whores and where to hide a body lolol',positive,126116614495154176,0.10000000149011612,1.5
'@Apple Safari Reader owns the worldwide web',positive,126112836219973632,0.0,0.0
'@DailyDealChat @apple Thanks!!',positive,126107965991297024,0.4000000059604645,0.4000000059604645
"'Thanks to @Apple Covent Garden #GeniusBar for replacing my MacBook keyboard/cracked wristpad during my lunch break today, out of warranty.'",positive,126104732426186752,0.10000000149011612,0.10000000149011612
'Thank you @apple. My new gf(iphone4s) is great!  She does everything!',positive,126097426493878272,0.4000000059604645,1.399999976158142
"""Currently ordering a BRAND NEW MACBOOK PRO!!! Bahhh... my MacBook is 5 years old. I'll miss it. But it's time. cc: @Apple -""",positive,126095744531832832,0.0,1.2000000476837158
'@apple loving the new IOS5 upgrade for the iPhone!',positive,126093298619252737,0.800000011920929,0.800000011920929
"'4 millions in a weekend, 16 #iPhone4S per second. This is madness?! no, this is @Apple !!!'",positive,126084907343691776,0.0,0.20000000298023224
